path,ok,error,total_lines,nonblank_lines,sloc
SemBench/data/loop3_1000/code/110-34175_p003.c,True,,26,26,26
SemBench/data/loop3_1000/code/111-21433_p30-39_p33.c,True,,41,41,41
SemBench/data/loop3_1000/code/111-2217_tools_sirius_fesimple_examples_stream_stream.c,True,,31,31,31
SemBench/data/loop3_1000/code/111-24357_test_c89_for-loop.c,True,,409,409,409
SemBench/data/loop3_1000/code/111-27410_tests_execute_0057-duff.c,True,,29,29,29
SemBench/data/loop3_1000/code/112-24392_tests_csmith_rand67.c,True,,88,88,88
SemBench/data/loop3_1000/code/113-10547_tools_algorithm_suffix_suffix.c,True,,159,159,159
SemBench/data/loop3_1000/code/113-27669_external_valgrind_main_memcheck_tests_malloc2.c,True,,38,38,38
SemBench/data/loop3_1000/code/114-11856_parity_parity.c,True,,30,30,30
SemBench/data/loop3_1000/code/114-12068_nsu_1050.c,True,,29,29,29
SemBench/data/loop3_1000/code/114-12226_20150518-35_20150518-35_main.c,True,,21,21,21
SemBench/data/loop3_1000/code/114-24163_basic_data-structure_4章栈与队列_arrayQueue.c,True,,151,151,151
SemBench/data/loop3_1000/code/114-25152_tools_cil-1.7.3_test_small1_matrix.c,True,,20,20,20
SemBench/data/loop3_1000/code/114-26734_lab-3_03.c,True,,30,30,30
SemBench/data/loop3_1000/code/114-28727_fizzbuzz.c,True,,119,119,119
SemBench/data/loop3_1000/code/114-31228_tests_dowhile4.c,True,,18,18,18
SemBench/data/loop3_1000/code/115-27706_IAED_LAB_09_exercicio1.c,True,,62,62,62
SemBench/data/loop3_1000/code/115-6254_Trabalho1_heap.c,True,,50,50,50
SemBench/data/loop3_1000/code/116-13509_3003.c,True,,11,11,11
SemBench/data/loop3_1000/code/117-11302_valgrind_none_tests_amd64_rcl-amd64.c,True,,128,128,128
SemBench/data/loop3_1000/code/117-21178_src_main_c_main.c,True,,33,33,33
SemBench/data/loop3_1000/code/118-21931_3_3-5.c,True,,47,47,47
SemBench/data/loop3_1000/code/118-7134_dalvik_tools_gdbjithelper_gdbjithelper.c,True,,46,46,46
SemBench/data/loop3_1000/code/118-7827_pointers_pointers.c,True,,204,204,204
SemBench/data/loop3_1000/code/119-14004_tests_XACC_C_shadow-reflect_reflect_acc_oneside.c,True,,45,45,45
SemBench/data/loop3_1000/code/119-19761_basename.c,True,,38,38,38
SemBench/data/loop3_1000/code/119-30011_exemples_chapitre-03_exemple-valgrind-01.c,True,,20,20,20
SemBench/data/loop3_1000/code/119-35344_ch06_env_env.c,True,,74,74,74
SemBench/data/loop3_1000/code/119-916_openacc_1-kernels-sum.c,True,,25,25,25
SemBench/data/loop3_1000/code/120-20428_ptto0.c,True,,60,60,60
SemBench/data/loop3_1000/code/121-13380_other_sort_shell_sort.c,True,,31,31,31
SemBench/data/loop3_1000/code/121-19637_leetcode_20191110_2.c,True,,64,64,64
SemBench/data/loop3_1000/code/122-9819_Strings_lcs2.c,True,,58,58,58
SemBench/data/loop3_1000/code/124-34771_tests_do_while.c,True,,12,12,12
SemBench/data/loop3_1000/code/124-4212_bf.min.c,True,,3,3,3
SemBench/data/loop3_1000/code/125-10001_tools_legacy_src_lc.c,True,,21,21,21
SemBench/data/loop3_1000/code/125-28080_misc_benchmarks_shootout_official_c_mandelbrot_mandelbrot.c,True,,57,57,57
SemBench/data/loop3_1000/code/125-31613_euler_euler044.c,True,,48,48,48
SemBench/data/loop3_1000/code/125-3221_C语言编程百例_基础知识篇_13_for语句输出菱形.c,True,,23,23,23
SemBench/data/loop3_1000/code/126-30881_algorithms_bst_src_bst.c,True,,307,307,307
SemBench/data/loop3_1000/code/127-1771_test_system_mt19937ar.c,True,,97,97,97
SemBench/data/loop3_1000/code/127-24050_question-bank_minimal-rotation.c,True,,38,38,38
SemBench/data/loop3_1000/code/128-11690_c1_array-counter.c,True,,16,16,16
SemBench/data/loop3_1000/code/128-22244_src_l4_pkg_valgrind_src_valgrind-3.6.0-svn_none_tests_amd64_pcmpstr64.c,True,,863,863,863
SemBench/data/loop3_1000/code/128-23043_let_us_c_solutions_8_dc.c,True,,18,18,18
SemBench/data/loop3_1000/code/129-12730_gcc_testsuite_gcc.dg_vect_vect-tail-nomask-1.c,True,,83,83,83
SemBench/data/loop3_1000/code/129-29535_0.0.3_BOOT12_makeimg.c,True,,48,48,48
SemBench/data/loop3_1000/code/129-31473_Dynamic_Programming_Knapsack_Unbounded_knapsack_problem_unbounded_knapsack.c,True,,72,72,72
SemBench/data/loop3_1000/code/129-4683_harvard-cs50_pset1_hello.c,True,,21,21,21
SemBench/data/loop3_1000/code/130-32550_test_smoke_vmuldemo_vmul.c,True,,36,36,36
SemBench/data/loop3_1000/code/130-6960_select.c,True,,42,42,42
SemBench/data/loop3_1000/code/131-10076_Trabalho1_merge.c,True,,32,32,32
SemBench/data/loop3_1000/code/131-24721_lib_asmukk_examples_mktest.c,True,,43,43,43
SemBench/data/loop3_1000/code/132-20210_data-structure_linked-list_make-linkd-list.c,True,,86,86,86
SemBench/data/loop3_1000/code/133-22326_pi.c,True,,48,48,48
SemBench/data/loop3_1000/code/133-32512_ProgrammingInC_chapter7_prblm7.c,True,,31,31,31
SemBench/data/loop3_1000/code/133-7653_test_mp_sort.c,True,,34,34,34
SemBench/data/loop3_1000/code/135-13546_extra_regex.c,True,,305,305,305
SemBench/data/loop3_1000/code/135-4145_arch_arm_mach-meson8b_tool_meson8_syspll.c,True,,188,188,188
SemBench/data/loop3_1000/code/135-7259_problem-009.c,True,,14,14,14
SemBench/data/loop3_1000/code/136-26173_Chapter03_Exercise3-03.c,True,,73,73,73
SemBench/data/loop3_1000/code/136-26910_Espiral.c,True,,46,46,46
SemBench/data/loop3_1000/code/136-3876_CS491_Program1_count3semaphor.c,True,,115,115,115
SemBench/data/loop3_1000/code/136-5694_valgrind_perf_many-loss-records.c,True,,146,146,146
SemBench/data/loop3_1000/code/137-10411_2.problem_matrixmult.c,True,,45,45,45
SemBench/data/loop3_1000/code/137-17783_src_example_calculator.c,True,,175,175,175
SemBench/data/loop3_1000/code/137-31194_function_tests_writeVariableLengthQuantity_test.c,True,,58,58,58
SemBench/data/loop3_1000/code/138-15434_Chapter-5_exercise-5-4_strend-new.c,True,,32,32,32
SemBench/data/loop3_1000/code/138-20636_18_four_sum.c,True,,82,82,82
SemBench/data/loop3_1000/code/138-235_valgrind_memcheck_tests_amd64_bt_everything.c,True,,406,406,406
SemBench/data/loop3_1000/code/138-9318_algorithms_medium_odd-even-linked-list.c,True,,63,63,63
SemBench/data/loop3_1000/code/138-9610_test.c,True,,25,25,25
SemBench/data/loop3_1000/code/139-10133_libgomp_testsuite_libgomp.oacc-c-c++-common_worker-single-6.c,True,,33,33,33
SemBench/data/loop3_1000/code/139-16356_gcc_testsuite_gcc.c-torture_compile_pr83051.c,True,,27,27,27
SemBench/data/loop3_1000/code/139-274_AlgoritmosOrdenacao_merge_m2.c,True,,64,64,64
SemBench/data/loop3_1000/code/139-2899_05race-semaphore_pc.c,True,,58,58,58
SemBench/data/loop3_1000/code/139-5385_C语言编程百例_基础知识篇_37_一维数组指针.c,True,,31,31,31
SemBench/data/loop3_1000/code/140-10222_test_large_mult.c,True,,93,93,93
SemBench/data/loop3_1000/code/140-978_hard_way_ex15.c,True,,32,32,32
SemBench/data/loop3_1000/code/141-20220_B_16_Luchezar_Ivanov_homework_4_christmas_tree.c,True,,28,28,28
SemBench/data/loop3_1000/code/141-34357_algorithm_Levenshtein.c,True,,35,35,35
SemBench/data/loop3_1000/code/142-1694_hexdump.c,True,,59,59,59
SemBench/data/loop3_1000/code/142-31845_code_backtracking_src_number_of_ways_in_maze_number_of_ways_in_maze.c,True,,60,60,60
SemBench/data/loop3_1000/code/143-2927_C_src_bubblesort.c,True,,34,34,34
SemBench/data/loop3_1000/code/143-32550_kgblog_source_code_c_Linked_list_basic_main.c,True,,88,88,88
SemBench/data/loop3_1000/code/144-17720_tests_07_phases_omp.dg_common_c_success_cv_qualifier_01.c,True,,30,30,30
SemBench/data/loop3_1000/code/144-21609_learning-pthreads_hello-world-threads.c,True,,24,24,24
SemBench/data/loop3_1000/code/144-33414_Strings_StrWordsinRev.c,True,,32,32,32
SemBench/data/loop3_1000/code/145-11251_tools_codegen_core_gen_legal_metadata_characters.c,True,,33,33,33
SemBench/data/loop3_1000/code/145-31059_test_string_strlen.c,True,,23,23,23
SemBench/data/loop3_1000/code/146-22095_merge.c,True,,102,102,102
SemBench/data/loop3_1000/code/146-31350_i.c,True,,17,17,17
SemBench/data/loop3_1000/code/146-32125_tests_openacc_atomic_atomic_update_add.c,True,,262,262,262
SemBench/data/loop3_1000/code/147-16421_basic_data-structure_4章栈与队列_doubleStack.c,True,,93,93,93
SemBench/data/loop3_1000/code/148-17997_bruteforce.c,True,,22,22,22
SemBench/data/loop3_1000/code/148-25627_language_C_郭文彬_bubble_sort.c,True,,37,37,37
SemBench/data/loop3_1000/code/149-14132_tests_gcc.c-torture_pr28982b.c,True,,48,48,48
SemBench/data/loop3_1000/code/149-21282_rubbish_test2_41.c,True,,32,32,32
SemBench/data/loop3_1000/code/149-4330_c_42_trapping_rain_water.c,True,,51,51,51
SemBench/data/loop3_1000/code/150-12479_test_c89_use-array.c,True,,187,187,187
SemBench/data/loop3_1000/code/150-8647_algorithms_search_closest_numbers.c,True,,99,99,99
SemBench/data/loop3_1000/code/151-19659_gmime_gen-table.c,True,,162,162,162
SemBench/data/loop3_1000/code/152-1205_Chapter7_ex07_16.c,True,,64,64,64
SemBench/data/loop3_1000/code/152-18672_C_easy_e380.c,True,,12,12,12
SemBench/data/loop3_1000/code/152-25872_rubbish_6-6.c,True,,25,25,25
SemBench/data/loop3_1000/code/152-26101_ex15.c,True,,22,22,22
SemBench/data/loop3_1000/code/152-32059_src_libs_kStuff_kStuff_kProfiler2_tst.c,True,,42,42,42
SemBench/data/loop3_1000/code/153-1877_feng_asg5.c,True,,88,88,88
SemBench/data/loop3_1000/code/153-7583_algorithms_merge_sort.c,True,,51,51,51
SemBench/data/loop3_1000/code/154-15440_skel.c,True,,45,45,45
SemBench/data/loop3_1000/code/154-16714_gdb_testsuite_gdb.base_range-stepping.c,True,,50,50,50
SemBench/data/loop3_1000/code/154-22696_code_greedy_algorithms_src_kruskal_minimum_spanning_tree_kruskal.c,True,,105,105,105
SemBench/data/loop3_1000/code/154-9721_ch4_4_2_atof.c,True,,50,50,50
SemBench/data/loop3_1000/code/155-28812_ch-7_7-4.c,True,,25,25,25
SemBench/data/loop3_1000/code/155-3051_array_adhoc_product_of_Array.c,True,,21,21,21
SemBench/data/loop3_1000/code/156-9187_libgomp_testsuite_libgomp.c-c++-common_taskloop-3.c,True,,76,76,76
SemBench/data/loop3_1000/code/157-11374_0034_search_for_a_range_range_search.c,True,,57,57,57
SemBench/data/loop3_1000/code/157-20246_math_gcd_gcd_idea5_way2_step2.c,True,,43,43,43
SemBench/data/loop3_1000/code/157-26353_Level3_add_prime_sum_add_prime_sum.c,True,,69,69,69
SemBench/data/loop3_1000/code/157-35010_Sorting_Bubble_Sort_bubblesort.c,True,,39,39,39
SemBench/data/loop3_1000/code/157-9342_lecture03_stack.c,True,,34,34,34
SemBench/data/loop3_1000/code/158-10919_0x01-variables_if_else_while_102-print_comb5.c,True,,41,41,41
SemBench/data/loop3_1000/code/158-22630_os_InsertionTest4.c,True,,19,19,19
SemBench/data/loop3_1000/code/158-25576_c_dynamiclinkedlist.c,True,,85,85,85
SemBench/data/loop3_1000/code/158-7143_Graph_graph3.c,True,,82,82,82
SemBench/data/loop3_1000/code/159-10797_tests_recompilation_tests_semi.c,True,,38,38,38
SemBench/data/loop3_1000/code/159-20570_hw04_hash_hash_soln.c,True,,218,218,218
SemBench/data/loop3_1000/code/159-28080_src_nachos_test_sort.c,True,,29,29,29
SemBench/data/loop3_1000/code/159-29333_getPrimes.c,True,,38,38,38
SemBench/data/loop3_1000/code/159-7986_gcc_testsuite_consistency.vlad_layout_f-18-5-16.c,True,,28,28,28
SemBench/data/loop3_1000/code/161-15802_C_Day03_day03.c,True,,125,125,125
SemBench/data/loop3_1000/code/161-25464_imported_peter_unicode_tables_koi.c,True,,53,53,53
SemBench/data/loop3_1000/code/161-8863_linked_list.c,True,,107,107,107
SemBench/data/loop3_1000/code/162-11398_cpp_solutions_commented_disubstr.c,True,,172,172,172
SemBench/data/loop3_1000/code/163-14851_data_structures_arrays_rotate_array.c,True,,60,60,60
SemBench/data/loop3_1000/code/163-15221_labs_1_sum-pthd.c,True,,31,31,31
SemBench/data/loop3_1000/code/163-22128_code_string_algorithms_src_boyer_moore_algorithm_boyer_moore_algorithm2.c,True,,65,65,65
SemBench/data/loop3_1000/code/163-22723_source_gcc-latest_libgomp_testsuite_libgomp.oacc-c-c++-common_par-loop-comb-reduction-4.c,True,,45,45,45
SemBench/data/loop3_1000/code/163-25663_source_gcc-latest_gcc_testsuite_gcc.c-torture_execute_pr68250.c,True,,35,35,35
SemBench/data/loop3_1000/code/164-21868_cdrepo.c,True,,56,56,56
SemBench/data/loop3_1000/code/164-29382_src_C_C_lang_pointers_full_programs_find_first_occurence.c,True,,21,21,21
SemBench/data/loop3_1000/code/164-32818_APPS_crc_crc32build.c,True,,62,62,62
SemBench/data/loop3_1000/code/166-10459_src_libgomp_testsuite_libgomp.c_simd-16.c,True,,62,62,62
SemBench/data/loop3_1000/code/166-20045_easy_list_one_missing.c,True,,49,49,49
SemBench/data/loop3_1000/code/166-22924_mysrc_p138.c,True,,23,23,23
SemBench/data/loop3_1000/code/166-23696_0x01-variables_if_else_while_101-print_comb4.c,True,,32,32,32
SemBench/data/loop3_1000/code/166-32945_Bubble_Sort_C_mitogh_bubble_sort.c,True,,27,27,27
SemBench/data/loop3_1000/code/167-13403_hotels.c,True,,80,80,80
SemBench/data/loop3_1000/code/167-21035_listati_ThreadExample2.c,True,,53,53,53
SemBench/data/loop3_1000/code/167-9136_compiled_C_Euler_Problem-092.c,True,,134,134,134
SemBench/data/loop3_1000/code/168-14140_mylist.c,True,,64,64,64
SemBench/data/loop3_1000/code/168-32446_gcc_testsuite_c-c++-common_goacc_cache-2.c,True,,45,45,45
SemBench/data/loop3_1000/code/169-1688_2_2.23.c,True,,77,77,77
SemBench/data/loop3_1000/code/169-28986_main.c,True,,135,135,135
SemBench/data/loop3_1000/code/170-16771_clang_algorithm_heap-sort-2.c,True,,45,45,45
SemBench/data/loop3_1000/code/170-22338_mul_table.c,True,,70,70,70
SemBench/data/loop3_1000/code/170-26913_user_gdb_gdb_testsuite_gdb.base_branches.c,True,,101,101,101
SemBench/data/loop3_1000/code/170-27916_algortimosGrafos_componentesConexas.c,True,,145,145,145
SemBench/data/loop3_1000/code/170-30716_ch5_5-09_yearday-pointers.c,True,,55,55,55
SemBench/data/loop3_1000/code/170-32816_c_src_pe_026_recurring_cycles.c,True,,37,37,37
SemBench/data/loop3_1000/code/171-1298_src_tests_execute_llvm_objinst.c,True,,88,88,88
SemBench/data/loop3_1000/code/171-14290_Semester_1_CS501_Day7_Problem7_AlgoUnsorted.c,True,,27,27,27
SemBench/data/loop3_1000/code/171-28105_vex_test_frstor.c,True,,67,67,67
SemBench/data/loop3_1000/code/171-8715_C_algorithms_sorting_exercise.c,True,,29,29,29
SemBench/data/loop3_1000/code/171-919_030_main.c,True,,40,40,40
SemBench/data/loop3_1000/code/172-24329_synchronization_why.c,True,,22,22,22
SemBench/data/loop3_1000/code/172-5616_TP06_EJ9.c,True,,47,47,47
SemBench/data/loop3_1000/code/173-34052_0137_single_number_ii_single_number.c,True,,61,61,61
SemBench/data/loop3_1000/code/175-25095_2010-12-13_multiple_ones_c.c,True,,46,46,46
SemBench/data/loop3_1000/code/176-33998_2.c,True,,82,82,82
SemBench/data/loop3_1000/code/177-14089_0X004F.c,True,,60,60,60
SemBench/data/loop3_1000/code/177-16927_C语言编程百例_常用算法篇_78_堆排序.c,True,,60,60,60
SemBench/data/loop3_1000/code/177-19411_predictor_tests_stanford_Quicksort.c,True,,102,102,102
SemBench/data/loop3_1000/code/178-12709_vimfiles_c-support_codesnippets_double_circular_list.c,True,,165,165,165
SemBench/data/loop3_1000/code/178-12723_tp3_my_strcmp.c,True,,31,31,31
SemBench/data/loop3_1000/code/178-29266_String_to_int_C_mitogh_string_to_int.c,True,,37,37,37
SemBench/data/loop3_1000/code/178-577_libgomp_testsuite_libgomp.oacc-c-c++-common_kernels-private-vars-loop-worker-1.c,True,,26,26,26
SemBench/data/loop3_1000/code/179-2526_Algorithms_additional_ALL-PATHS.c,True,,46,46,46
SemBench/data/loop3_1000/code/179-28343_test_wasm_soft_integer_ashrti3.c,True,,17,17,17
SemBench/data/loop3_1000/code/179-31023_algorithms_sorting_quicksort_quicksort.c,True,,58,58,58
SemBench/data/loop3_1000/code/180-12962_Chapter6_ex06_30.c,True,,20,20,20
SemBench/data/loop3_1000/code/180-20508_source_gcc-latest_libgomp_testsuite_libgomp.c_pr66199-2.c,True,,49,49,49
SemBench/data/loop3_1000/code/180-2145_Algorithm_Sorting_mergeSort_test_main.c,True,,40,40,40
SemBench/data/loop3_1000/code/180-7216_video2019_8.1.c,True,,32,32,32
SemBench/data/loop3_1000/code/181-13636_duble-sort_example2.c,True,,26,26,26
SemBench/data/loop3_1000/code/181-27868_assignments_pattern.c,True,,19,19,19
SemBench/data/loop3_1000/code/182-34798_zsim-nvmain_pin_kit_source_tools_ToolUnitTests_thread_usestack.c,True,,91,91,91
SemBench/data/loop3_1000/code/182-7034_lecture15_list_haley.c,True,,89,89,89
SemBench/data/loop3_1000/code/183-19993_cprimerplus_ch10_flc.c,True,,40,40,40
SemBench/data/loop3_1000/code/183-29633_gcc_testsuite_gcc.dg_torture_pr59166.c,True,,31,31,31
SemBench/data/loop3_1000/code/184-10460_tests_openacc_update_update_array.c,True,,41,41,41
SemBench/data/loop3_1000/code/184-19357_test_durbin.c,True,,33,33,33
SemBench/data/loop3_1000/code/185-21349_scripts_fontdump.c,True,,100,100,100
SemBench/data/loop3_1000/code/185-423_tests_system_tests_test_cases_test_7-pt-double-type.manual.ref.c,True,,43,43,43
SemBench/data/loop3_1000/code/187-27667_textin.c,True,,109,109,109
SemBench/data/loop3_1000/code/187-35110_leetcode_c_005.expand.c,True,,35,35,35
SemBench/data/loop3_1000/code/188-25016_Tau_function_C_TauFunction_Source.c,True,,30,30,30
SemBench/data/loop3_1000/code/188-30938_graphusingadjacencylist.c,True,,72,72,72
SemBench/data/loop3_1000/code/189-12658_src_tst_test_random.c,True,,156,156,156
SemBench/data/loop3_1000/code/189-30214_ex11.c,True,,30,30,30
SemBench/data/loop3_1000/code/189-3794_tests_Examples_others_regex_dfa1.c,True,,416,416,416
SemBench/data/loop3_1000/code/189-6214_source_gcc-latest_libgomp_testsuite_libgomp.c_reduction-9.c,True,,69,69,69
SemBench/data/loop3_1000/code/189-6628_Array_double.c,True,,25,25,25
SemBench/data/loop3_1000/code/190-34010_bucket_sort_bucket_sort.c,True,,33,33,33
SemBench/data/loop3_1000/code/190-746_kandr_ch5_strend.c,True,,21,21,21
SemBench/data/loop3_1000/code/191-25612_source_gcc-latest_gcc_testsuite_gcc.c-torture_execute_pr69691.c,True,,116,116,116
SemBench/data/loop3_1000/code/192-33878_math_gcd_gcd_search_factor.c,True,,40,40,40
SemBench/data/loop3_1000/code/192-34945_test_string_tester.c,True,,1347,1347,1347
SemBench/data/loop3_1000/code/193-1867_source_Analysis_LatticeGraph_testmod3_test_test1.c,True,,15,15,15
SemBench/data/loop3_1000/code/194-15367_tests_30_hanoi.c,True,,60,60,60
SemBench/data/loop3_1000/code/195-23534_CS2050_before-lab_selectionSort.c,True,,29,29,29
SemBench/data/loop3_1000/code/195-35454_games_hals_end_hals_end.c,True,,120,120,120
SemBench/data/loop3_1000/code/196-10597_chp4_4_2.c,True,,46,46,46
SemBench/data/loop3_1000/code/196-21932_year1_cis2500lab2.c,True,,37,37,37
SemBench/data/loop3_1000/code/196-5055_Archive_strsort_HW3_Final.c,True,,32,32,32
SemBench/data/loop3_1000/code/196-5225_tests_system_tests_test_cases_test_7-pt-int-type.manual.ref.c,True,,43,43,43
SemBench/data/loop3_1000/code/197-23466_src_skipcpio_skipcpio.c,True,,145,145,145
SemBench/data/loop3_1000/code/197-33146_example_break_continue.c,True,,17,17,17
SemBench/data/loop3_1000/code/197-7180_src_condor_filetransfer_plugins_data_plugin.c,True,,102,102,102
SemBench/data/loop3_1000/code/198-24177_tools_babl-gen-test-pixels.c,True,,101,101,101
SemBench/data/loop3_1000/code/198-9995_src_data_structure_array.c,True,,38,38,38
SemBench/data/loop3_1000/code/199-10686_base_diff_examples_load.c,True,,36,36,36
SemBench/data/loop3_1000/code/199-24790_24_solution.c,True,,67,67,67
SemBench/data/loop3_1000/code/199-25632_EsercitazioneStruct_Esercizio3.c,True,,51,51,51
SemBench/data/loop3_1000/code/200-11833_c_sort_shell_sort.c,True,,32,32,32
SemBench/data/loop3_1000/code/200-12867_ch02_2-4.c,True,,25,25,25
SemBench/data/loop3_1000/code/200-20800_MC102_11-ordenacao.c,True,,95,95,95
SemBench/data/loop3_1000/code/200-22825_c_concolusion.c,True,,37,37,37
SemBench/data/loop3_1000/code/200-25813_experiments_autoincrement_1.c,True,,27,27,27
SemBench/data/loop3_1000/code/201-25508_tests_gcc.c-torture_20090113-1.c,True,,53,53,53
SemBench/data/loop3_1000/code/201-5606_c_40.c,True,,29,29,29
SemBench/data/loop3_1000/code/202-22646_C_UFU_GSI002_Listas_listac07_24.c,True,,20,20,20
SemBench/data/loop3_1000/code/203-10361_pmat429_programs_fermat.c,True,,18,18,18
SemBench/data/loop3_1000/code/204-9512_Funzioni_Ese2.c,True,,61,61,61
SemBench/data/loop3_1000/code/205-10995_15.5.9.c,True,,50,50,50
SemBench/data/loop3_1000/code/205-28149_src_main.c,True,,70,70,70
SemBench/data/loop3_1000/code/205-4916_CLab_C_Prog_001.c,True,,13,13,13
SemBench/data/loop3_1000/code/206-13968_src_test_strncpy_t.c,True,,191,191,191
SemBench/data/loop3_1000/code/206-296_s.c,True,,30,30,30
SemBench/data/loop3_1000/code/206-3690_tests_pth_cond_broadcast_0.c,True,,86,86,86
SemBench/data/loop3_1000/code/207-22353_include_llvm_projects_test-suite_SingleSource_Benchmarks_Stanford_Bubblesort.c,True,,99,99,99
SemBench/data/loop3_1000/code/207-29210_B_24_Plamen_Neshkov_First_Term_homework_3_task_1.c,True,,18,18,18
SemBench/data/loop3_1000/code/207-30544_src_generators_comba_mult_smallgen.c,True,,48,48,48
SemBench/data/loop3_1000/code/207-9082_CodeWars_Fundamentals_ARuleOfDivisibilityBy13_ARuleOfDivisibilityBy13.c,True,,35,35,35
SemBench/data/loop3_1000/code/208-17160_Archived_algorithms_MinNumberInRotatedArray.c,True,,66,66,66
SemBench/data/loop3_1000/code/208-21124_source_gcc-latest_gcc_testsuite_gcc.dg_torture_pr70288-1.c,True,,33,33,33
SemBench/data/loop3_1000/code/209-14264_List_createpolylist.c,True,,118,118,118
SemBench/data/loop3_1000/code/209-24623_string_search_quick_search_C_quick_search.c,True,,34,34,34
SemBench/data/loop3_1000/code/209-31963_examples_wc.c,True,,74,74,74
SemBench/data/loop3_1000/code/209-34413_c_c12.c,True,,37,37,37
SemBench/data/loop3_1000/code/210-5544_tests_examples_matrix_matrix.c,True,,28,28,28
SemBench/data/loop3_1000/code/212-16618_libgomp_testsuite_libgomp.oacc-c-c++-common_pr85486.c,True,,38,38,38
SemBench/data/loop3_1000/code/212-31823_predictor_tests_stanford_Oscar.c,True,,183,183,183
SemBench/data/loop3_1000/code/212-6960_niukewang_link_linklist.c,True,,79,79,79
SemBench/data/loop3_1000/code/213-158_leetcode_6.c,True,,36,36,36
SemBench/data/loop3_1000/code/213-3719_include_llvm_projects_test-suite_SingleSource_Benchmarks_Linpack_linpack-pc.c,True,,586,586,586
SemBench/data/loop3_1000/code/214-31821_src_Chapter-4_Sections_4.10-Recursion-2.c,True,,39,39,39
SemBench/data/loop3_1000/code/214-34455_AMS_Week08_updateBit.c,True,,31,31,31
SemBench/data/loop3_1000/code/215-10558_src_brev.c,True,,78,78,78
SemBench/data/loop3_1000/code/215-11175_src_printenv.c,True,,40,40,40
SemBench/data/loop3_1000/code/215-16716_utilities_galua2_poly1.c,True,,50,50,50
SemBench/data/loop3_1000/code/215-20993_user_gdb_gdb_testsuite_gdb.base_call-ar-st.c,True,,920,920,920
SemBench/data/loop3_1000/code/216-11929_tests_loop-1.c,True,,19,19,19
SemBench/data/loop3_1000/code/216-21631_none_tests_amd64_pcmpstr64.c,True,,1764,1764,1764
SemBench/data/loop3_1000/code/217-14108_src_contrib_base64_base64rev-gen.c,True,,43,43,43
SemBench/data/loop3_1000/code/217-1417_magicSquare.c,True,,76,76,76
SemBench/data/loop3_1000/code/218-21812_lab4_Optional_extra_credit.c,True,,19,19,19
SemBench/data/loop3_1000/code/218-25269_8.7.10.c,True,,30,30,30
SemBench/data/loop3_1000/code/218-28280_tecnicas-de-programacao_ex17-recursividade-parte-2_EX16_QUICKSORT.c,True,,39,39,39
SemBench/data/loop3_1000/code/218-34178_tests_system_tests_test_cases_test_27-pt-reduction.manual.ref.c,True,,59,59,59
SemBench/data/loop3_1000/code/219-1022_schoolworkOne_questionTwo_main.c,True,,24,24,24
SemBench/data/loop3_1000/code/219-11304_wctype_test_wcfuncs.c,True,,57,57,57
SemBench/data/loop3_1000/code/219-11588_SoftC_05_stselection2.c,True,,38,38,38
SemBench/data/loop3_1000/code/219-29499_course_1_513_1_9_lab_5_main.c,True,,20,20,20
SemBench/data/loop3_1000/code/220-9986_chapter5_ex_5_03.c,True,,34,34,34
SemBench/data/loop3_1000/code/221-16253_examples_double.c,True,,57,57,57
SemBench/data/loop3_1000/code/221-32846_orio-0.1.0_testsuite_trmm_pluto_trmm_profiling.c,True,,26,26,26
SemBench/data/loop3_1000/code/221-35103_servScr_fireData.c,True,,41,41,41
SemBench/data/loop3_1000/code/222-959_2015-09-17_csr_product.c,True,,32,32,32
SemBench/data/loop3_1000/code/224-14267_user_testbin_matmult_matmult.c,True,,38,38,38
SemBench/data/loop3_1000/code/224-22478_Dataset_c_c_statemachine.c,True,,115,115,115
SemBench/data/loop3_1000/code/224-25169_7g.c,True,,33,33,33
SemBench/data/loop3_1000/code/224-34104_csc311ComputerOrganization_lab8_lab8.c,True,,101,101,101
SemBench/data/loop3_1000/code/225-11721_tools_codegen_core_gen_percent_encoding_tables.c,True,,36,36,36
SemBench/data/loop3_1000/code/225-14400_source_gcc-latest_gcc_testsuite_c-c++-common_goacc_reduction-1.c,True,,45,45,45
SemBench/data/loop3_1000/code/225-20624_samples_fizzbuzz.c,True,,123,123,123
SemBench/data/loop3_1000/code/225-3778_empty_find.c,True,,94,94,94
SemBench/data/loop3_1000/code/226-14547_Eular_power_digit_sum.c,True,,38,38,38
SemBench/data/loop3_1000/code/226-18482_tinycc_tests_tests2_30_hanoi.c,True,,57,57,57
SemBench/data/loop3_1000/code/226-2138_LinearList_C_single_linked_list.c,True,,138,138,138
SemBench/data/loop3_1000/code/226-21714_aula23_matrizes1.c,True,,23,23,23
SemBench/data/loop3_1000/code/226-2287_roman_to_kana.c,True,,533,533,533
SemBench/data/loop3_1000/code/226-3078_ch03_control_flow_exercise_4.c,True,,35,35,35
SemBench/data/loop3_1000/code/226-5242_glibc_stdio_file-decode.c,True,,63,63,63
SemBench/data/loop3_1000/code/227-1116_easy_major_element.c,True,,37,37,37
SemBench/data/loop3_1000/code/227-311_tabu.c,True,,144,144,144
SemBench/data/loop3_1000/code/228-26961_algorithm_array_MaxSubSequenceSum_main.c,True,,92,92,92
SemBench/data/loop3_1000/code/228-3093_pthread_sum-matrix-pthread.c,True,,128,128,128
